,year,geography,fips,cases_Female_Chlamydia_0-14,cases_Female_Chlamydia_15-19,cases_Female_Chlamydia_20-24,cases_Female_Chlamydia_25-29,cases_Female_Chlamydia_30-34,cases_Female_Chlamydia_35-39,cases_Female_Chlamydia_40-44,"cases_Female_Early Non-Primary, Non-Secondary Syphilis_0-14","cases_Female_Early Non-Primary, Non-Secondary Syphilis_15-19","cases_Female_Early Non-Primary, Non-Secondary Syphilis_20-24","cases_Female_Early Non-Primary, Non-Secondary Syphilis_25-29","cases_Female_Early Non-Primary, Non-Secondary Syphilis_30-34","cases_Female_Early Non-Primary, Non-Secondary Syphilis_35-39","cases_Female_Early Non-Primary, Non-Secondary Syphilis_40-44",cases_Female_Gonorrhea_0-14,cases_Female_Gonorrhea_15-19,cases_Female_Gonorrhea_20-24,cases_Female_Gonorrhea_25-29,cases_Female_Gonorrhea_30-34,cases_Female_Gonorrhea_35-39,cases_Female_Gonorrhea_40-44,cases_Female_Primary and Secondary Syphilis_0-14,cases_Female_Primary and Secondary Syphilis_15-19,cases_Female_Primary and Secondary Syphilis_20-24,cases_Female_Primary and Secondary Syphilis_25-29,cases_Female_Primary and Secondary Syphilis_30-34,cases_Female_Primary and Secondary Syphilis_35-39,cases_Female_Primary and Secondary Syphilis_40-44,cases_Male_Chlamydia_0-14,cases_Male_Chlamydia_15-19,cases_Male_Chlamydia_20-24,cases_Male_Chlamydia_25-29,cases_Male_Chlamydia_30-34,cases_Male_Chlamydia_35-39,cases_Male_Chlamydia_40-44,"cases_Male_Early Non-Primary, Non-Secondary Syphilis_0-14","cases_Male_Early Non-Primary, Non-Secondary Syphilis_15-19","cases_Male_Early Non-Primary, Non-Secondary Syphilis_20-24","cases_Male_Early Non-Primary, Non-Secondary Syphilis_25-29","cases_Male_Early Non-Primary, Non-Secondary Syphilis_30-34","cases_Male_Early Non-Primary, Non-Secondary Syphilis_35-39","cases_Male_Early Non-Primary, Non-Secondary Syphilis_40-44",cases_Male_Gonorrhea_0-14,cases_Male_Gonorrhea_15-19,cases_Male_Gonorrhea_20-24,cases_Male_Gonorrhea_25-29,cases_Male_Gonorrhea_30-34,cases_Male_Gonorrhea_35-39,cases_Male_Gonorrhea_40-44,cases_Male_Primary and Secondary Syphilis_0-14,cases_Male_Primary and Secondary Syphilis_15-19,cases_Male_Primary and Secondary Syphilis_20-24,cases_Male_Primary and Secondary Syphilis_25-29,cases_Male_Primary and Secondary Syphilis_30-34,cases_Male_Primary and Secondary Syphilis_35-39,cases_Male_Primary and Secondary Syphilis_40-44,ratePer100000_Female_Chlamydia_0-14,ratePer100000_Female_Chlamydia_15-19,ratePer100000_Female_Chlamydia_20-24,ratePer100000_Female_Chlamydia_25-29,ratePer100000_Female_Chlamydia_30-34,ratePer100000_Female_Chlamydia_35-39,ratePer100000_Female_Chlamydia_40-44,"ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_0-14","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_15-19","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_20-24","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_25-29","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_30-34","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_35-39","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_40-44",ratePer100000_Female_Gonorrhea_0-14,ratePer100000_Female_Gonorrhea_15-19,ratePer100000_Female_Gonorrhea_20-24,ratePer100000_Female_Gonorrhea_25-29,ratePer100000_Female_Gonorrhea_30-34,ratePer100000_Female_Gonorrhea_35-39,ratePer100000_Female_Gonorrhea_40-44,ratePer100000_Female_Primary and Secondary Syphilis_0-14,ratePer100000_Female_Primary and Secondary Syphilis_15-19,ratePer100000_Female_Primary and Secondary Syphilis_20-24,ratePer100000_Female_Primary and Secondary Syphilis_25-29,ratePer100000_Female_Primary and Secondary Syphilis_30-34,ratePer100000_Female_Primary and Secondary Syphilis_35-39,ratePer100000_Female_Primary and Secondary Syphilis_40-44,ratePer100000_Male_Chlamydia_0-14,ratePer100000_Male_Chlamydia_15-19,ratePer100000_Male_Chlamydia_20-24,ratePer100000_Male_Chlamydia_25-29,ratePer100000_Male_Chlamydia_30-34,ratePer100000_Male_Chlamydia_35-39,ratePer100000_Male_Chlamydia_40-44,"ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_0-14","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_15-19","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_20-24","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_25-29","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_30-34","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_35-39","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_40-44",ratePer100000_Male_Gonorrhea_0-14,ratePer100000_Male_Gonorrhea_15-19,ratePer100000_Male_Gonorrhea_20-24,ratePer100000_Male_Gonorrhea_25-29,ratePer100000_Male_Gonorrhea_30-34,ratePer100000_Male_Gonorrhea_35-39,ratePer100000_Male_Gonorrhea_40-44,ratePer100000_Male_Primary and Secondary Syphilis_0-14,ratePer100000_Male_Primary and Secondary Syphilis_15-19,ratePer100000_Male_Primary and Secondary Syphilis_20-24,ratePer100000_Male_Primary and Secondary Syphilis_25-29,ratePer100000_Male_Primary and Secondary Syphilis_30-34,ratePer100000_Male_Primary and Secondary Syphilis_35-39,ratePer100000_Male_Primary and Secondary Syphilis_40-44
405,2020 (COVID-19 Pandemic),"Cass County, MI",26027,0.0,36.0,41.0,12.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,8.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2303.3,3117.9,919.5,316.2,209.1,70.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,639.8,760.5,459.8,316.2,487.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.7,1010.8,554.8,298.3,203.1,70.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.5,471.7,208.0,745.7,473.9,70.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,2020 (COVID-19 Pandemic),"Cass County, MN",27021,0.0,23.0,17.0,10.0,11.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,5.0,13.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,11.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3042.3,2764.2,1499.3,1646.7,272.1,298.5,0.0,0.0,162.6,0.0,0.0,136.1,149.3,0.0,793.7,813.0,1949.0,1047.9,0.0,447.8,0.0,0.0,162.6,0.0,299.4,0.0,0.0,0.0,1201.9,1815.2,142.9,852.3,1065.2,0.0,0.0,0.0,0.0,142.9,142.0,0.0,131.4,0.0,360.6,330.0,571.4,568.2,532.6,131.4,0.0,0.0,0.0,142.9,284.1,266.3,0.0
407,2020 (COVID-19 Pandemic),"Cass County, MO",29037,3.0,97.0,121.0,26.0,28.0,7.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,13.0,11.0,8.0,12.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.0,52.0,24.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,13.0,11.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,29.6,2906.8,4453.4,809.7,875.0,203.5,88.9,0.0,0.0,0.0,62.3,31.3,29.1,0.0,9.9,389.6,404.9,249.1,375.0,203.5,88.9,0.0,0.0,36.8,0.0,0.0,29.1,0.0,0.0,1179.2,1807.4,743.5,258.5,245.6,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.8,729.9,402.7,355.4,184.2,93.3,0.0,28.8,34.8,0.0,32.3,30.7,0.0
408,2020 (COVID-19 Pandemic),"Cass County, ND",38017,2.0,145.0,227.0,97.0,58.0,28.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,55.0,38.0,23.0,16.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,111.0,70.0,52.0,23.0,11.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,14.0,44.0,48.0,38.0,25.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.7,2543.0,2325.1,1203.0,841.4,438.0,235.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.6,563.4,471.3,333.7,250.3,156.7,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,826.4,1141.6,793.3,674.0,322.8,193.4,0.0,0.0,0.0,0.0,25.9,14.0,0.0,0.0,241.0,452.5,544.0,492.5,350.8,140.6,0.0,0.0,0.0,11.3,0.0,14.0,0.0
409,2020 (COVID-19 Pandemic),"Cass County, NE",31025,0.0,11.0,13.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417.5,2057.0,953.9,0.0,119.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.5,949.4,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,853.5,449.1,392.7,362.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.5,149.7,130.9,241.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,2020 (COVID-19 Pandemic),"Cass County, TX",48067,0.0,26.0,29.0,8.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2937.9,3800.8,1017.8,882.7,0.0,229.9,0.0,0.0,131.1,0.0,0.0,0.0,0.0,0.0,791.0,1048.5,508.9,630.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.2,1368.2,777.2,286.1,264.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.8,746.3,388.6,286.1,132.5,130.9,0.0,0.0,0.0,0.0,143.1,0.0,0.0
411,2020 (COVID-19 Pandemic),"Castro County, TX",48069,0.0,2.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.3,3533.6,436.7,531.9,0.0,515.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.7,353.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.6,371.7,431.0,0.0,858.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,2020 (COVID-19 Pandemic),"Caswell County, NC",37033,2.0,22.0,24.0,10.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,2.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,117.7,3799.7,4908.0,1661.1,929.4,370.4,695.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1381.7,613.5,498.3,929.4,185.2,347.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.9,1726.8,230.4,1208.5,742.9,0.0,0.0,0.0,157.0,0.0,0.0,0.0,142.0,0.0,455.9,941.9,345.6,906.3,594.4,142.0,0.0,0.0,0.0,0.0,0.0,148.6,0.0
413,2020 (COVID-19 Pandemic),"Catahoula Parish, LA",22025,1.0,19.0,12.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,117.6,7949.8,5333.3,678.0,843.9,0.0,423.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3347.3,2666.7,339.0,421.9,357.1,423.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.8,874.6,643.8,0.0,546.4,0.0,0.0,328.9,0.0,0.0,0.0,0.0,0.0,0.0,1315.8,874.6,0.0,271.0,819.7,0.0,0.0,0.0,0.0,214.6,0.0,0.0,0.0
414,2020 (COVID-19 Pandemic),"Catawba County, NC",37035,3.0,157.0,178.0,71.0,35.0,20.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,25.0,18.0,18.0,10.0,6.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,56.0,81.0,54.0,16.0,12.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,10.0,26.0,27.0,20.0,11.0,9.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,21.3,3172.4,3779.2,1393.2,760.7,442.9,191.6,0.0,20.2,0.0,19.6,21.7,0.0,0.0,0.0,363.7,530.8,353.2,391.2,221.4,127.7,0.0,20.2,0.0,19.6,43.5,0.0,0.0,6.9,1067.7,1687.9,1053.0,356.7,272.2,171.7,0.0,0.0,0.0,0.0,44.6,0.0,21.5,6.9,190.7,541.8,526.5,445.8,249.5,193.1,0.0,0.0,20.8,136.5,44.6,0.0,21.5
415,2020 (COVID-19 Pandemic),"Catoosa County, GA",13047,0.0,31.0,44.0,18.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,12.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,5.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505.6,2579.1,888.9,276.0,237.1,44.1,0.0,0.0,58.6,0.0,0.0,0.0,0.0,0.0,340.0,762.0,345.7,230.0,0.0,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.7,255.9,603.0,150.9,249.9,145.1,0.0,0.0,0.0,0.0,0.0,0.0,48.4,0.0,85.6,460.6,251.3,301.8,50.0,193.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,2020 (COVID-19 Pandemic),"Catron County, NM",35003,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
417,2020 (COVID-19 Pandemic),"Cattaraugus County, NY",36009,1.0,29.0,50.0,21.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,2.0,3.0,,,,,,,,0.0,9.0,24.0,7.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,6.0,3.0,3.0,2.0,,,,,,,,14.9,1153.1,2188.2,1030.9,575.8,95.1,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,119.3,131.3,392.7,144.0,95.1,148.1,,,,,,,,0.0,344.0,986.4,328.2,192.1,138.4,97.8,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,76.5,123.3,281.3,144.1,138.4,97.8,,,,,,,
418,2020 (COVID-19 Pandemic),"Cavalier County, ND",38019,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,2020 (COVID-19 Pandemic),"Cayuga County, NY",36011,1.0,41.0,57.0,25.0,18.0,6.0,6.0,,,,,,,,2.0,13.0,12.0,9.0,9.0,6.0,3.0,,,,,,,,1.0,11.0,27.0,12.0,13.0,6.0,3.0,,,,,,,,1.0,5.0,10.0,10.0,5.0,7.0,4.0,,,,,,,,17.0,1924.9,2726.0,1161.2,869.1,268.3,306.9,,,,,,,,34.0,610.3,573.9,418.0,434.6,268.3,153.5,,,,,,,,15.8,486.5,1121.3,444.9,499.2,240.2,133.6,,,,,,,,15.8,221.1,415.3,370.8,192.0,280.2,178.2,,,,,,,
420,2020 (COVID-19 Pandemic),"Cecil County, MD",24015,3.0,82.0,97.0,26.0,14.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0,21.0,8.0,7.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,18.0,35.0,22.0,9.0,5.0,4.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0,7.0,14.0,4.0,6.0,5.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,32.6,2603.2,3461.8,765.8,430.6,195.6,129.0,0.0,0.0,71.4,0.0,0.0,32.6,0.0,0.0,317.5,749.5,235.6,215.3,97.8,32.3,0.0,0.0,35.7,29.5,0.0,0.0,32.3,20.6,540.1,1202.3,656.1,275.2,165.7,138.8,0.0,0.0,34.4,119.3,61.2,33.1,34.7,0.0,150.0,240.5,417.5,122.3,198.8,173.5,0.0,0.0,103.1,59.6,30.6,33.1,34.7
421,2020 (COVID-19 Pandemic),"Cedar County, IA",19031,0.0,14.0,12.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2477.9,2696.6,838.6,413.2,174.2,347.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,224.7,628.9,413.2,174.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.5,1315.8,408.2,591.7,0.0,333.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.3,612.2,197.2,352.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,2020 (COVID-19 Pandemic),"Cedar County, MO",29039,0.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519.0,2352.9,1388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.1,277.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.4,793.7,315.5,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.9,529.1,315.5,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,2020 (COVID-19 Pandemic),"Cedar County, NE",31027,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.3,1604.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.6,843.9,1047.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,2020 (COVID-19 Pandemic),"Centre County, PA",42027,2.0,91.0,243.0,40.0,14.0,4.0,2.0,,,,,,,,0.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,136.0,32.0,14.0,6.0,2.0,,,,,,,,0.0,7.0,14.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,1158.4,2092.5,791.3,305.3,100.1,52.8,,,,,,,,0.0,38.2,43.1,19.8,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,557.5,899.9,480.8,242.0,115.1,43.7,,,,,,,,0.0,88.7,92.6,120.2,86.4,57.5,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,2020 (COVID-19 Pandemic),"Cerro Gordo County, IA",19033,1.0,33.0,54.0,22.0,13.0,4.0,5.0,,,,,,,,0.0,8.0,13.0,19.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,15.0,8.0,6.0,3.0,,,,,,,,0.0,4.0,13.0,7.0,13.0,11.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27.7,3061.2,4821.4,1779.9,1129.5,342.5,437.4,,,,,,,,0.0,742.1,1160.7,1537.2,521.3,684.9,262.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,1932.8,1181.1,710.5,478.5,262.0,,,,,,,,0.0,301.0,1092.4,551.2,1154.5,877.2,436.7,0.0,0.0,0.0,78.7,0.0,79.7,0.0
426,2020 (COVID-19 Pandemic),"Chaffee County, CO",8015,0.0,6.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.6,1420.5,641.0,0.0,174.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.7,184.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.6,343.1,259.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.5,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,2020 (COVID-19 Pandemic),"Chambers County, AL",1017,3.0,29.0,48.0,12.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,17.0,11.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,24.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,18.0,12.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,104.9,3440.1,5200.4,1000.0,412.8,212.3,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1304.9,1841.8,916.7,825.6,212.3,0.0,0.0,0.0,0.0,0.0,0.0,106.2,0.0,0.0,1128.2,2500.0,1281.0,337.8,117.8,0.0,0.0,0.0,0.0,85.4,112.6,0.0,0.0,0.0,1128.2,1875.0,1024.8,1013.5,471.1,227.5,0.0,0.0,0.0,0.0,225.2,117.8,0.0
428,2020 (COVID-19 Pandemic),"Chambers County, TX",48071,1.0,11.0,17.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.5,701.5,1318.9,427.7,127.2,125.6,133.9,0.0,127.6,0.0,0.0,0.0,0.0,0.0,0.0,63.8,155.2,71.3,190.8,62.8,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4,856.0,404.3,66.8,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.8,77.8,134.8,133.6,0.0,131.0,0.0,0.0,0.0,0.0,66.8,0.0,0.0
